Date,Country,Opponent,GoalsScored,GoalsReceived,Venue,Competition,IsHome,ExtraTime,Penalties,PenScored,PenReceived
2004-07-12,Venezuela,Bolivia,1,1,Trujillo,Copa America,FALSE,FALSE,FALSE,0,0
2007-06-26,Venezuela,Bolivia,1,1,San Cristobal,Copa America,TRUE,FALSE,FALSE,0,0
2007-06-30,Venezuela,Peru,2,0,San Cristobal,Copa America,TRUE,FALSE,FALSE,0,0
2007-07-03,Venezuela,Uruguay,0,0,Merida,Copa America,TRUE,FALSE,FALSE,0,0
2007-07-07,Venezuela,Uruguay,1,4,San Cristobal,Copa America,TRUE,FALSE,FALSE,0,0
2011-07-03,Venezuela,Brazil,0,0,La Plata,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-09,Venezuela,Ecuador,1,0,Salta,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-13,Venezuela,Paraguay,3,3,Salta,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-17,Venezuela,Chile,2,1,San Juan,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-20,Venezuela,Paraguay,0,0,Mendoza,Copa America,FALSE,FALSE,TRUE,3,5
2011-07-23,Venezuela,Peru,1,4,La Plata,Copa America,FALSE,FALSE,FALSE,0,0
2002-06-13,Costa Rica,Brazil,2,5,Suwon,FIFA World Cup,FALSE,FALSE,FALSE,0,0
2006-06-15,Costa Rica,Ecuador,0,3,Hamburg,FIFA World Cup,FALSE,FALSE,FALSE,0,0
2014-06-14,Costa Rica,Uruguay,3,1,Fortaleza,FIFA World Cup,FALSE,FALSE,FALSE,0,0
1996-12-01,Costa Rica,USA,2,1,Tibas,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1996-12-14,Costa Rica,USA,1,2,Palo Alto,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-03-16,Costa Rica,Mexico,0,0,Tibas,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-03-23,Costa Rica,USA,3,2,Tibas,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-05-11,Costa Rica,Jamaica,3,1,Tibas,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-09-07,Costa Rica,USA,0,1,Portland,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-09-14,Costa Rica,Jamaica,0,1,Kingston,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
1997-11-09,Costa Rica,Mexico,3,3,Ciudad de Mexico,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2000-07-23,Costa Rica,USA,2,1,Tibas,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2000-10-11,Costa Rica,USA,0,0,Columbus,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-04-25,Costa Rica,USA,0,1,Kansas City,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-06-16,Costa Rica,Mexico,2,1,Ciudad de Mexico,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2001-06-20,Costa Rica,Jamaica,2,1,San Jose,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-09-05,Costa Rica,USA,2,0,Tibas,Qualifiers FIFA World Cup,FALSE,TRUE,FALSE,0,0
2001-10-07,Costa Rica,Mexico,0,0,Tibas,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2001-11-11,Costa Rica,Jamaica,1,0,Kingston,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-02-09,Costa Rica,Mexico,1,2,Tibas,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2005-06-04,Costa Rica,USA,0,3,Salt Lake City,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-08-17,Costa Rica,Mexico,0,2,Ciudad de Mexico,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2005-10-08,Costa Rica,USA,3,0,Tibas,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-03-28,Costa Rica,Mexico,0,2,Ciudad de Mexico,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-06-03,Costa Rica,USA,3,1,Tibas,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-09-05,Costa Rica,Mexico,0,3,Tibas,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-10-14,Costa Rica,USA,2,2,Washington DC,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2009-11-14,Costa Rica,Uruguay,0,1,Tibas,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2009-11-14,Costa Rica,Uruguay,1,1,Montevideo,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2012-09-07,Costa Rica,Mexico,0,2,San Jose,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2012-09-11,Costa Rica,Mexico,0,1,Ciudad de Mexico,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2013-03-22,Costa Rica,USA,0,1,Commerce City,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2013-03-26,Costa Rica,Jamaica,2,0,San Jose,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
2013-06-11,Costa Rica,Mexico,0,0,Ciudad de Mexico,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2013-09-06,Costa Rica,USA,3,1,San Jose,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2013-09-10,Costa Rica,Jamaica,1,1,Kingston,Qualifiers FIFA World Cup,FALSE,FALSE,FALSE,0,0
2013-10-15,Costa Rica,Mexico,2,1,San Jose,Qualifiers FIFA World Cup,TRUE,FALSE,FALSE,0,0
1997-06-13,Costa Rica,Brazil,0,5,Santa Cruz,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-16,Costa Rica,Colombia,1,4,Santa Cruz,Copa America,FALSE,FALSE,FALSE,0,0
1997-06-19,Costa Rica,Mexico,1,1,Santa Cruz,Copa America,FALSE,FALSE,FALSE,0,0
1998-02-07,Costa Rica,USA,1,2,Oakland,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2001-07-16,Costa Rica,Uruguay,1,1,Medellin,Copa America,FALSE,FALSE,FALSE,0,0
2001-07-19,Costa Rica,Bolivia,4,0,Medellin,Copa America,FALSE,FALSE,FALSE,0,0
2001-07-22,Costa Rica,Uruguay,1,2,Armenia,Copa America,FALSE,FALSE,FALSE,0,0
2002-02-02,Costa Rica,USA,0,2,Pasadena,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2003-07-24,Costa Rica,Mexico,0,2,Ciudad de Mexico,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2003-07-26,Costa Rica,USA,2,3,Miami,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2004-07-08,Costa Rica,Paraguay,0,1,Arequipa,Copa America,FALSE,FALSE,FALSE,0,0
2004-07-11,Costa Rica,Brazil,1,4,Arequipa,Copa America,FALSE,FALSE,FALSE,0,0
2004-07-14,Costa Rica,Chile,2,1,Tacna,Copa America,FALSE,FALSE,FALSE,0,0
2004-07-17,Costa Rica,Colombia,0,2,Trujillo,Copa America,FALSE,FALSE,FALSE,0,0
2005-07-12,Costa Rica,USA,0,0,Foxborough,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2007-06-17,Costa Rica,Mexico,0,1,Houston,CONCACAF Gold Cup,FALSE,TRUE,FALSE,0,0
2009-07-07,Costa Rica,Jamaica,1,0,Columbus,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2009-07-23,Costa Rica,Mexico,1,1,Chicago,CONCACAF Gold Cup,FALSE,TRUE,TRUE,3,5
2011-06-12,Costa Rica,Mexico,1,4,Chicago,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
2011-07-02,Costa Rica,Colombia,0,1,Jujuy,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-07,Costa Rica,Bolivia,2,0,Jujuy,Copa America,FALSE,FALSE,FALSE,0,0
2011-07-11,Costa Rica,Argentina,0,3,Cordoba,Copa America,FALSE,FALSE,FALSE,0,0
2013-07-16,Costa Rica,USA,0,1,East Hartford,CONCACAF Gold Cup,FALSE,FALSE,FALSE,0,0
